5150000000,-3.7280176,-79.910629,-80.302856,-80.302856
5150250000,-3.7297552,-79.160378,-79.618164,-79.618164
5150500000,-3.7306387,-80.0867,-79.476341,-79.476341
5150750000,-3.7314625,-79.135597,-79.104851,-79.104851
5151000000,-3.7323515,-78.921333,-78.301758,-78.301758
5151250000,-3.7325225,-79.507294,-78.563034,-78.563034
5151500000,-3.7325521,-78.524025,-78.010422,-78.010422
5151750000,-3.7322032,-78.556084,-77.90625,-77.90625
5152000000,-3.7316854,-78.330017,-78.148232,-78.148232
5152250000,-3.7307911,-77.938652,-77.915413,-77.915413
5152500000,-3.7295127,-77.535828,-77.374405,-77.374405
5152750000,-3.7281308,-77.214996,-77.102295,-77.102295
5153000000,-3.7262828,-77.080948,-76.495758,-76.495758
5153250000,-3.724226,-76.426529,-76.44162,-76.44162
5153500000,-3.7220671,-76.677757,-75.711678,-75.711678
5153750000,-3.7192752,-75.857025,-75.539864,-75.539864
5154000000,-3.7166114,-75.625824,-75.055878,-75.055878
5154250000,-3.7137105,-75.178604,-74.970604,-74.970604
5154500000,-3.7102547,-74.869942,-74.332802,-74.332802
5154750000,-3.7067678,-74.353996,-74.254837,-74.254837
5155000000,-3.702332,-73.889244,-73.321854,-73.321854
5155250000,-3.6982307,-73.345917,-73.209404,-73.209404
5155500000,-3.6936481,-72.913208,-72.635902,-72.635902
5155750000,-3.6891024,-72.277527,-72.242928,-72.242928
5156000000,-3.683845,-71.808182,-71.644569,-71.644569
5156250000,-3.6781285,-71.17247,-70.992744,-70.992744
5156500000,-3.6726284,-70.542358,-70.321434,-70.321434
5156750000,-3.6670213,-69.877747,-69.708694,-69.708694
5157000000,-3.6605175,-69.038208,-68.798622,-68.798622
5157250000,-3.6545103,-68.412575,-68.216156,-68.216156
5157500000,-3.6482565,-67.35453,-67.294838,-67.294838
5157750000,-3.6414387,-66.248627,-66.266228,-66.266228
5158000000,-3.6345596,-65.112,-64.94059,-64.94059
5158250000,-3.6276014,-63.82637,-63.705826,-63.705826
5158500000,-3.6204238,-62.214893,-62.136219,-62.136219
5158750000,-3.613986,-60.230186,-60.153564,-60.153564
5159000000,-3.6090386,-57.771286,-57.701675,-57.701675
5159250000,-3.609642,-54.335991,-54.305992,-54.305992
5159500000,-3.6384017,-49.387096,-49.355732,-49.355732
5159750000,-3.7142878,-45.736656,-45.715626,-45.715626
5160000000,-3.614434,-50.922691,-50.909264,-50.909264
5160250000,-3.577641,-55.365631,-55.371735,-55.371735
5160500000,-3.5598896,-58.481728,-58.46566,-58.46566
5160750000,-3.5470481,-60.699608,-60.823795,-60.823795
5161000000,-3.5355434,-62.583492,-62.574909,-62.574909
5161250000,-3.5243981,-64.051933,-64.209114,-64.209114
5161500000,-3.5135174,-65.334099,-65.53611,-65.53611
5161750000,-3.5031374,-66.497917,-66.69265,-66.69265
5162000000,-3.4921625,-67.496086,-67.661697,-67.661697
5162250000,-3.4811647,-68.213661,-68.484734,-68.484734
5162500000,-3.4702303,-69.220963,-69.309128,-69.309128
5162750000,-3.4590664,-69.904846,-70.106865,-70.106865
5163000000,-3.4477127,-70.477272,-70.662216,-70.662216
5163250000,-3.4360189,-71.247597,-71.524757,-71.524757
5163500000,-3.4247394,-72.072571,-72.095528,-72.095528
5163750000,-3.4130332,-72.175972,-72.764015,-72.764015
5164000000,-3.4011736,-72.826683,-72.888702,-72.888702
5164250000,-3.3890369,-73.250053,-73.584587,-73.584587
5164500000,-3.3771966,-73.665756,-74.080521,-74.080521
5164750000,-3.3648956,-74.094604,-74.786491,-74.786491
5165000000,-3.3526626,-74.484184,-74.972679,-74.972679
5165250000,-3.3399951,-74.687576,-75.541222,-75.541222
5165500000,-3.3271811,-75.443939,-75.550613,-75.550613
5165750000,-3.3148351,-75.179024,-75.905685,-75.905685
5166000000,-3.3019805,-75.690491,-76.962914,-76.962914
5166250000,-3.2889163,-76.400795,-76.855621,-76.855621
5166500000,-3.2761714,-76.706467,-77.462677,-77.462677
5166750000,-3.2626565,-76.952942,-77.370285,-77.370285
5167000000,-3.2465503,-77.117867,-78.215248,-78.215248
5167250000,-3.233449,-77.118172,-78.34153,-78.34153
5167500000,-3.2199941,-77.927971,-78.468834,-78.468834
5167750000,-3.2069094,-78.290504,-78.509972,-78.509972
5168000000,-3.1934123,-78.391525,-79.13282,-79.13282
5168250000,-3.1801066,-78.444771,-79.044769,-79.044769
5168500000,-3.1664169,-78.853264,-79.450813,-79.450813
5168750000,-3.1531291,-78.823219,-80.085999,-80.085999
5169000000,-3.139673,-79.654381,-79.930969,-79.930969
5169250000,-3.1260049,-79.20919,-80.592644,-80.592644
5169500000,-3.1122084,-79.315109,-80.240089,-80.240089
5169750000,-3.0985119,-80.101974,-81.182625,-81.182625
5170000000,-3.0848472,-80.456497,-80.879715,-80.879715
5170250000,-3.0710104,-80.37326,-80.89257,-80.89257
5170500000,-3.0578742,-80.296623,-81.275497,-81.275497
5170750000,-3.0440314,-80.387131,-81.704269,-81.704269
5171000000,-3.0303931,-80.392876,-81.7855,-81.7855
5171250000,-3.0168684,-81.214203,-82.285149,-82.285149
5171500000,-3.0028305,-81.123825,-82.482246,-82.482246
5171750000,-2.9890342,-80.939613,-82.089722,-82.089722
5172000000,-2.9752965,-81.932037,-82.662735,-82.662735
5172250000,-2.9619274,-81.494987,-82.874313,-82.874313
5172500000,-2.9480836,-82.825584,-83.273132,-83.273132
5172750000,-2.9344995,-81.962288,-82.470184,-82.470184
5173000000,-2.9210467,-82.556374,-83.598366,-83.598366
5173250000,-2.9072387,-82.7052,-83.046562,-83.046562
5173500000,-2.8940043,-82.652779,-83.727226,-83.727226
5173750000,-2.8806415,-83.308426,-83.935745,-83.935745
5174000000,-2.867336,-83.228531,-83.705795,-83.705795
5174250000,-2.8538475,-82.839058,-83.329597,-83.329597
5174500000,-2.8407454,-83.470116,-83.575394,-83.575394
5174750000,-2.8272164,-83.310333,-84.24247,-84.24247
5175000000,-2.8141301,-83.308846,-84.519676,-84.519676
5175250000,-2.8010187,-84.131393,-84.171387,-84.171387
5175500000,-2.788167,-82.74617,-83.797516,-83.797516
5175750000,-2.7751839,-84.556755,-84.804283,-84.804283
5176000000,-2.7622962,-84.497002,-84.852264,-84.852264
5176250000,-2.7492485,-85.234894,-84.730553,-84.730553
5176500000,-2.7364526,-84.830811,-84.480446,-84.480446
5176750000,-2.7239718,-84.265213,-85.387398,-85.387398
5177000000,-2.7113926,-85.353043,-85.237099,-85.237099
5177250000,-2.699168,-84.46537,-85.575394,-85.575394
5177500000,-2.6866336,-85.978951,-85.339584,-85.339584
5177750000,-2.6742439,-84.579376,-85.841362,-85.841362
5178000000,-2.6622069,-85.354477,-85.704193,-85.704193
5178250000,-2.6501195,-85.526093,-85.465683,-85.465683
5178500000,-2.6382012,-86.507675,-85.724327,-85.724327
5178750000,-2.6262634,-85.23983,-85.951241,-85.951241
5179000000,-2.6144764,-85.319138,-86.004471,-86.004471
5179250000,-2.6028116,-85.86573,-86.652565,-86.652565
5179500000,-2.5910614,-85.403587,-85.627281,-85.627281
5179750000,-2.5798707,-86.195557,-86.254181,-86.254181
5180000000,-2.5685675,-85.711548,-87.677139,-87.677139
5180250000,-2.5572033,-85.322685,-87.81691,-87.81691
5180500000,-2.5459862,-86.558922,-87.434914,-87.434914
5180750000,-2.5350037,-86.892471,-86.891815,-86.891815
5181000000,-2.5242496,-86.229584,-87.727791,-87.727791
5181250000,-2.5133293,-86.902786,-86.346893,-86.346893
5181500000,-2.5029345,-86.769516,-89.626457,-89.626457
5181750000,-2.492491,-87.015556,-86.412041,-86.412041
5182000000,-2.4818478,-87.694954,-85.556946,-85.556946
5182250000,-2.471575,-87.466911,-87.566833,-87.566833
5182500000,-2.4616218,-87.428886,-87.391609,-87.391609
5182750000,-2.4513433,-87.424377,-87.845337,-87.845337
5183000000,-2.4416392,-88.414833,-86.914764,-86.914764
5183250000,-2.431772,-86.88073,-89.018654,-89.018654
5183500000,-2.4222989,-87.592651,-86.712067,-86.712067
5183750000,-2.4126561,-87.08992,-87.652214,-87.652214
5184000000,-2.4033556,-88.33934,-88.352722,-88.352722
5184250000,-2.3936925,-88.86248,-90.117607,-90.117607
5184500000,-2.3840702,-90.177017,-88.280945,-88.280945
5184750000,-2.3750269,-87.275337,-89.299126,-89.299126
5185000000,-2.3657613,-89.805092,-87.785484,-87.785484
5185250000,-2.3565745,-88.270477,-88.638947,-88.638947
5185500000,-2.3476501,-89.9216,-87.668175,-87.668175
5185750000,-2.3392115,-87.989449,-88.799736,-88.799736
5186000000,-2.3302205,-88.286201,-89.207893,-89.207893
5186250000,-2.3218346,-87.754036,-87.624893,-87.624893
5186500000,-2.3134477,-88.113518,-88.269905,-88.269905
5186750000,-2.3051548,-89.238632,-88.055542,-88.055542
5187000000,-2.2968442,-88.894203,-88.611732,-88.611732
5187250000,-2.2886968,-88.155785,-89.456078,-89.456078
5187500000,-2.2807953,-89.823952,-88.991661,-88.991661
5187750000,-2.2725914,-90.071838,-90.60392,-90.60392
5188000000,-2.264977,-88.880051,-90.006866,-90.006866
5188250000,-2.2574401,-91.046631,-89.266678,-89.266678
5188500000,-2.2502942,-89.062195,-88.300735,-88.300735
