4,-105.436489
4.0005,-102.792387
4.001,-95.8498386
4.0015,-98.8606688
4.002,-105.273589
4.0025,-101.629439
4.003,-94.5678744
4.0035,-106.739952
4.004,-97.3049035
4.0045,-103.416128
4.005,-96.2132936
4.0055,-102.49682
4.006,-102.766244
4.0065,-101.416573
4.007,-109.82731
4.0075,-99.2753772
4.008,-94.6227657
4.0085,-100.252411
4.009,-100.482138
4.0095,-99.2445321
4.01,-101.373159
4.0105,-108.594969
4.011,-96.8649294
4.0115,-101.607945
4.012,-101.555461
4.0125,-108.518073
4.013,-107.678
4.0135,-108.326362
4.014,-102.28428
4.0145,-104.93547
4.015,-106.188226
4.0155,-102.707201
4.016,-97.9824202
4.0165,-97.0850862
4.017,-99.4541334
4.0175,-99.9488175
4.018,-112.174426
4.0185,-101.376286
4.019,-107.563229
4.0195,-107.019724
4.02,-103.191862
4.0205,-99.404316
4.021,-96.9891446
4.0215,-94.1411958
4.022,-91.7471105
4.0225,-103.606367
4.023,-103.663312
4.0235,-101.982869
4.024,-100.224154
4.0245,-103.923588
4.025,-103.974278
4.0255,-96.1023458
4.026,-103.491761
4.0265,-97.0207815
4.027,-98.3353672
4.0275,-96.3032085
4.028,-93.1737039
4.0285,-102.470249
4.029,-99.2716543
4.0295,-103.611256
4.03,-103.773488
4.0305,-96.6893505
4.031,-99.7355681
4.0315,-102.086823
4.032,-111.934614
4.0325,-100.933775
4.033,-110.116101
4.0335,-103.463814
4.034,-106.810532
4.0345,-99.2320243
4.035,-101.769224
4.0355,-111.869132
4.036,-101.068361
4.0365,-100.575557
4.037,-96.772598
4.0375,-100.392978
4.038,-97.7527201
4.0385,-105.374857
4.039,-95.8720539
4.0395,-95.8707849
4.04,-96.3334071
4.0405,-104.870059
4.041,-97.3997224
4.0415,-108.788301
4.042,-106.379324
4.0425,-96.1449499
4.043,-120.95792
4.0435,-94.1787532
4.044,-105.017247
4.0445,-103.451449
4.045,-97.489607
4.0455,-113.499277
4.046,-101.516479
4.0465,-105.699915
4.047,-104.5009
4.0475,-97.8851651
4.048,-101.603592
4.0485,-99.3758393
4.049,-106.725169
4.0495,-101.341292
4.05,-103.617385
4.0505,-96.2390843
4.051,-107.048894
4.0515,-97.5696369
4.052,-96.3537331
4.0525,-100.550943
4.053,-105.940318
4.0535,-105.210813
4.054,-104.566375
4.0545,-96.8187976
4.055,-106.636982
4.0555,-107.859375
4.056,-99.7439555
4.0565,-107.429167
4.057,-100.813114
4.0575,-108.69145
4.058,-96.7367128
4.0585,-102.863473
4.059,-105.583767
4.0595,-99.7195409
4.06,-107.105168
4.0605,-110.570214
4.061,-104.297179
4.0615,-94.2608656
4.062,-105.90592
4.0625,-96.9493655
4.063,-100.719802
4.0635,-104.336233
4.064,-99.2311259
4.0645,-96.2240056
4.065,-100.378018
4.0655,-103.040183
4.066,-107.259399
4.0665,-101.290727
4.067,-94.6021
4.0675,-108.216576
4.068,-111.529591
4.0685,-100.422151
4.069,-102.131166
4.0695,-107.963944
4.07,-101.344479
4.0705,-101.356321
4.071,-102.173126
4.0715,-113.349817
4.072,-108.255433
4.0725,-104.922598
4.073,-119.139045
4.0735,-100.252176
4.074,-109.274229
4.0745,-99.4194059
4.075,-107.310255
4.0755,-96.490245
4.076,-96.5842668
4.0765,-102.421429
4.077,-107.57099
4.0775,-100.919149
4.078,-104.217262
4.0785,-102.673388
4.079,-94.8932085
4.0795,-100.484167
4.08,-94.8357529
4.0805,-100.291022
4.081,-102.356353
4.0815,-103.076021
4.082,-101.134303
4.0825,-102.274658
4.083,-102.698669
4.0835,-103.019656
4.084,-108.090691
4.0845,-103.349911
4.085,-108.652383
4.0855,-98.8848518
4.086,-104.279523
4.0865,-105.654719
4.087,-100.981668
4.0875,-100.227397
4.088,-102.396398
4.0885,-118.24098
4.089,-104.289898
4.0895,-103.471035
4.09,-99.4658872
4.0905,-99.713866
4.091,-97.3646827
4.0915,-103.448698
4.092,-103.330511
4.0925,-103.4896
4.093,-101.005743
4.0935,-102.346108
4.094,-99.4067494
4.0945,-102.153056
4.095,-100.423481
4.0955,-100.783063
4.096,-106.27665
4.0965,-97.922004
4.097,-104.798337
4.0975,-105.385593
4.098,-98.0544164
4.0985,-103.94231
4.099,-112.209428
4.0995,-101.305594
4.1,-109.593668
4.1005,-102.830588
4.101,-99.2026082
4.1015,-99.7931103
4.102,-105.481007
4.1025,-99.1569514
4.103,-98.6140249
4.1035,-106.981234
4.104,-103.790332
4.1045,-99.1415942
4.105,-108.728952
4.1055,-106.376824
4.106,-100.425231
4.1065,-124.301994
4.107,-102.091407
4.1075,-104.376084
4.108,-97.9094042
4.1085,-103.759608
4.109,-103.232413
4.1095,-96.415527
4.11,-101.478043
4.1105,-96.0434653
4.111,-105.612002
4.1115,-106.110629
4.112,-111.859079
4.1125,-98.9982542
4.113,-105.542279
4.1135,-97.9120675
4.114,-99.8740087
4.1145,-102.527402
4.115,-100.488288
4.1155,-94.7332543
4.116,-101.656715
4.1165,-97.954002
4.117,-97.3231566
4.1175,-99.5150989
4.118,-104.198263
4.1185,-103.620847
4.119,-102.249513
4.1195,-100.055295
4.12,-95.0185582
4.1205,-98.7657796
4.121,-96.1389836
4.1215,-109.153046
4.122,-98.5340297
4.1225,-99.7523425
4.123,-103.383819
4.1235,-112.701622
4.124,-104.77115
4.1245,-116.616672
4.125,-100.537707
4.1255,-99.9605515
4.126,-105.552095
4.1265,-97.4946764
4.127,-105.028407
4.1275,-98.5772712
4.128,-97.3389926
4.1285,-99.4298275
4.129,-106.319782
4.1295,-99.0732033
4.13,-109.153612
4.1305,-114.715212
4.131,-105.318164
4.1315,-114.169355
4.132,-99.9586063
4.1325,-96.8170513
4.133,-96.92694
4.1335,-104.723782
4.134,-100.704537
4.1345,-97.7740775
4.135,-99.6362544
4.1355,-99.334839
4.136,-98.2549516
4.1365,-105.319465
4.137,-106.120109
4.1375,-107.159487
4.138,-101.17178
4.1385,-113.726523
4.139,-99.0285772
4.1395,-101.547192
4.14,-110.41411
4.1405,-108.072684
4.141,-104.544003
4.1415,-103.615825
4.142,-99.0568244
4.1425,-98.4910025
4.143,-100.938425
4.1435,-100.056267
4.144,-102.177755
4.1445,-101.968313
4.145,-105.756647
4.1455,-98.9810039
4.146,-99.2653626
4.1465,-103.376118
4.147,-100.869713
4.1475,-95.8159054
4.148,-105.122732
4.1485,-99.2025368
4.149,-118.564708
4.1495,-102.049302
4.15,-100.469926
4.1505,-101.375586
4.151,-97.7354029
4.1515,-104.610378
4.152,-102.670589
4.1525,-99.1248425
4.153,-106.235964
4.1535,-115.7299
4.154,-106.092095
4.1545,-111.181796
4.155,-104.252056
4.1555,-107.332439
4.156,-111.476996
4.1565,-99.052641
4.157,-102.872973
4.1575,-97.6742689
4.158,-107.415244
4.1585,-106.418954
4.159,-112.130834
