4000000000,-2.960114,-113.14926,-107.91081,-107.91081
4080000000,-1.9819882,-100.78799,-109.24082,-109.24082
4160000000,-2.923022,-101.97048,-103.88705,-103.88705
4240000000,-2.475162,-106.32056,-107.17416,-107.17416
4320000000,-2.6605446,-116.52333,-102.39066,-102.39066
4400000000,-2.6839714,-106.03118,-105.43888,-105.43888
4480000000,-2.1730022,-101.39274,-105.66898,-105.66898
4560000000,-2.7847097,-115.04795,-117.62673,-117.62673
4640000000,-1.7573181,-103.27635,-108.40691,-108.40691
4720000000,-2.5294459,-105.38258,-111.67351,-111.67351
4800000000,-2.3875971,-109.26478,-100.08144,-100.08144
4880000000,-2.2774918,-118.57552,-101.97633,-101.97633
4960000000,-3.7059762,-102.63334,-108.48613,-108.48613
5040000000,-2.4334853,-97.016548,-96.812202,-96.812202
5120000000,-2.7986712,-91.80751,-92.73497,-92.73497
5200000000,-2.0110512,-93.666016,-90.026039,-90.026039
5280000000,-2.6594257,-99.308998,-105.63403,-105.63403
5360000000,-3.1355624,-109.34054,-107.81816,-107.81816
5440000000,-2.3183682,-105.62358,-101.83018,-101.83018
5520000000,-3.8161936,-107.57137,-109.40927,-109.40927
5600000000,-2.1556118,-102.08321,-109.75214,-109.75214
5680000000,-2.9042873,-110.10827,-100.53732,-100.53732
5760000000,-3.0268123,-129.91751,-107.53964,-107.53964
5840000000,-3.3114119,-110.21614,-108.16737,-108.16737
5920000000,-4.1026459,-102.05139,-106.50085,-106.50085
6000000000,-2.0531721,-112.66193,-106.78345,-106.78345
6080000000,-3.0329804,-102.52469,-101.95788,-101.95788
6160000000,-2.5070062,-110.87013,-98.104996,-98.104996
6240000000,-3.2331126,-101.86426,-118.12415,-118.12415
6320000000,-3.4235282,-102.61967,-104.56461,-104.56461
6400000000,-2.6178184,-97.610756,-101.9513,-101.9513
6480000000,-3.9683659,-100.42929,-113.95158,-113.95158
6560000000,-2.7637372,-113.85316,-101.68538,-101.68538
6640000000,-3.4932399,-105.81152,-102.44714,-102.44714
